,Category,Reaction Popularity,Month
10173,education,20,4
10174,education,5,2
10175,education,35,10
10176,education,20,9
10177,education,0,10
10178,education,70,3
10179,healthy eating,45,12
10180,healthy eating,70,2
10181,healthy eating,50,3
10182,healthy eating,12,1
10183,healthy eating,65,7
10184,healthy eating,5,5
10185,healthy eating,72,4
10186,healthy eating,75,7
10187,healthy eating,20,8
10188,healthy eating,72,2
10189,healthy eating,10,6
10190,healthy eating,20,10
10191,healthy eating,70,10
10192,healthy eating,10,10
10193,healthy eating,12,9
10194,healthy eating,35,10
10195,healthy eating,50,3
10196,healthy eating,30,6
10197,healthy eating,10,4
10198,healthy eating,75,8
10199,healthy eating,35,12
10200,healthy eating,15,9
10201,healthy eating,12,8
10202,healthy eating,50,5
10203,healthy eating,50,7
10204,healthy eating,50,6
10205,healthy eating,72,7
10206,healthy eating,35,9
10207,healthy eating,50,9
10208,healthy eating,70,1
10209,healthy eating,20,8
10210,healthy eating,12,10
10211,healthy eating,75,2
10212,healthy eating,70,7
10213,healthy eating,5,9
10214,technology,30,6
10215,technology,65,11
10216,technology,72,4
10217,technology,60,10
10218,technology,12,8
10219,technology,35,4
10220,technology,0,3
10221,technology,0,5
10222,technology,65,6
10223,technology,0,8
10224,technology,50,7
10225,technology,15,1
10226,technology,65,6
10227,technology,35,5
10228,technology,12,1
10229,technology,50,2
10230,technology,0,7
10231,technology,50,5
10232,technology,75,4
10233,technology,50,4
10234,technology,75,7
10235,technology,12,7
10236,technology,45,12
10237,technology,5,7
10238,technology,15,1
10239,technology,5,6
10240,technology,72,10
10241,technology,70,1
10242,technology,30,7
10243,technology,65,1
10244,technology,30,3
10245,technology,5,4
10246,technology,45,9
10247,technology,0,2
10248,technology,0,1
10249,technology,12,7
10250,technology,60,6
10251,technology,20,3
10252,technology,70,9
10253,technology,12,6
10254,technology,20,7
10255,technology,0,12
10256,technology,65,3
10257,technology,65,10
10258,food,65,5
10259,food,35,11
10260,food,10,8
10261,food,35,11
10262,food,15,3
10263,food,15,11
10264,food,30,3
10265,food,70,8
10266,food,60,10
10267,food,45,1
10268,food,0,4
10269,food,45,3
10270,food,70,8
10271,fitness,60,12
10272,fitness,45,1
10273,fitness,30,2
10274,fitness,20,8
10275,fitness,50,8
10276,fitness,45,1
10277,fitness,70,3
10278,fitness,35,10
10279,fitness,12,10
10280,fitness,50,8
10281,fitness,12,10
10282,fitness,50,10
10283,fitness,12,8
10284,fitness,5,6
10285,fitness,72,10
10286,fitness,5,8
10287,fitness,30,7
10288,fitness,30,11
10289,fitness,20,11
10290,fitness,45,6
10291,fitness,35,1
10292,science,20,11
10293,science,15,5
10294,education,70,4
10295,education,70,10
10296,education,75,2
10297,education,30,6
10298,education,75,5
10299,education,0,9
10300,education,35,10
10301,education,70,7
10302,education,70,9
10303,education,45,11
10304,education,20,9
10305,education,50,12
10306,education,20,3
10307,education,12,8
10308,education,65,2
10309,education,60,2
10310,education,75,2
10311,education,5,4
10312,education,45,5
10313,education,50,5
10314,education,65,11
10315,education,65,8
10316,education,70,4
10317,education,5,7
10318,education,15,11
10319,education,45,2
10320,education,50,11
10321,education,12,6
10322,education,45,11
10323,education,35,5
10324,education,50,2
10325,education,72,12
10326,education,65,8
10327,education,5,1
10328,education,72,3
10329,education,30,6
10330,education,45,8
10331,education,10,3
10332,education,5,5
10333,education,15,10
10334,education,60,5
10335,education,65,12
10336,education,10,2
10337,education,50,10
10338,education,12,11
10339,technology,65,9
10340,technology,30,2
10341,technology,70,12
10342,technology,35,12
10343,technology,50,4
10344,technology,0,12
10345,technology,45,7
10346,technology,12,5
10347,technology,60,3
10348,technology,20,9
10349,technology,0,4
10350,technology,70,4
10351,technology,70,5
10352,technology,30,2
10353,technology,30,9
10354,technology,65,5
10355,technology,30,4
10356,technology,75,3
10357,technology,50,1
10358,technology,45,11
10359,technology,60,9
10360,technology,0,2
10361,technology,65,5
10362,technology,5,4
10363,technology,72,7
10364,technology,12,10
10365,technology,70,10
10366,technology,45,6
10367,technology,50,9
10368,veganism,45,2
10369,veganism,20,8
10370,veganism,35,10
10371,veganism,72,7
10372,veganism,30,4
10373,veganism,70,1
10374,veganism,0,6
10375,veganism,30,7
10376,veganism,65,8
10377,veganism,5,6
10378,veganism,35,4
10379,veganism,10,8
10380,veganism,70,7
10381,veganism,65,2
10382,veganism,12,8
10383,veganism,60,4
10384,veganism,35,7
10385,veganism,70,10
10386,veganism,15,9
10387,veganism,75,4
10388,veganism,12,4
10389,veganism,15,7
10390,veganism,72,5
10391,veganism,15,10
10392,veganism,0,7
10393,veganism,5,3
10394,veganism,65,12
10395,veganism,35,6
10396,veganism,45,8
10397,veganism,15,5
10398,veganism,30,5
10399,veganism,70,11
10400,veganism,65,12
10401,veganism,75,5
10402,veganism,60,2
10403,veganism,70,7
10404,veganism,35,3
10405,veganism,12,12
10406,veganism,15,2
10407,veganism,20,3
10408,veganism,75,8
10409,veganism,70,10
10410,culture,30,8
10411,culture,35,8
10412,culture,20,6
10413,culture,70,4
10414,culture,10,8
10415,culture,35,5
10416,animals,12,4
10417,animals,30,4
10418,animals,70,11
10419,animals,72,9
10420,animals,60,6
10421,animals,72,9
10422,animals,70,12
10423,animals,50,12
10424,animals,0,4
10425,animals,35,12
10426,animals,75,3
10427,animals,12,12
10428,animals,72,8
10429,animals,50,11
10430,animals,15,6
10431,animals,50,11
10432,animals,20,1
10433,animals,20,8
10434,animals,15,3
10435,animals,20,7
10436,animals,70,4
10437,animals,65,1
10438,animals,15,9
10439,animals,0,3
10440,animals,12,9
10441,animals,70,10
10442,animals,65,10
10443,animals,0,5
10444,animals,65,9
10445,animals,45,7
10446,animals,35,11
10447,animals,60,11
10448,animals,10,12
10449,animals,5,1
10450,animals,5,4
10451,animals,35,4
10452,animals,72,9
10453,animals,5,2
10454,animals,35,12
10455,animals,45,8
10456,animals,20,8
10457,animals,5,11
10458,animals,15,11
10459,animals,30,10
10460,animals,70,6
10461,animals,75,6
10462,animals,0,10
10463,animals,72,5
10464,animals,75,9
10465,animals,75,10
10466,animals,65,6
10467,animals,70,2
10468,animals,12,11
10469,animals,70,8
10470,animals,72,7
10471,animals,10,11
10472,animals,65,8
10473,animals,75,10
10474,animals,20,5
10475,animals,50,9
10476,animals,15,9
10477,animals,50,11
10478,animals,15,1
10479,animals,0,11
10480,animals,72,12
10481,animals,70,6
10482,animals,70,5
10483,animals,45,10
10484,animals,75,2
10485,technology,15,10
10486,technology,0,6
10487,technology,70,7
10488,technology,30,9
10489,technology,72,8
10490,technology,12,11
10491,technology,50,10
10492,technology,75,8
10493,technology,72,11
10494,food,70,9
10495,food,30,11
10496,food,45,8
10497,food,65,9
10498,food,72,9
10499,food,30,4
10500,food,15,3
10501,food,15,11
10502,food,10,2
10503,food,60,3
10504,food,15,7
10505,food,20,5
10506,food,30,3
10507,food,70,10
10508,food,70,10
10509,food,10,6
10510,food,10,5
10511,food,70,10
10512,food,0,5
10513,food,45,9
10514,food,35,1
10515,food,20,9
10516,food,60,9
10517,food,0,8
10518,food,20,1
10519,food,65,8
10520,food,35,5
10521,food,15,10
10522,food,10,5
10523,food,60,4
10524,food,70,11
10525,food,35,4
10526,science,12,5
10527,science,12,11
10528,science,60,7
10529,science,20,5
10530,science,70,12
10531,travel,0,11
10532,travel,0,3
10533,travel,35,10
10534,travel,45,7
10535,travel,65,1
10536,travel,10,4
10537,travel,70,8
10538,travel,50,3
10539,travel,70,3
10540,travel,65,5
10541,travel,70,11
10542,travel,5,7
10543,travel,70,4
10544,technology,70,11
10545,technology,75,11
10546,technology,30,7
10547,technology,70,2
10548,technology,12,11
10549,technology,15,7
10550,technology,0,8
10551,technology,20,1
10552,technology,70,10
10553,technology,60,11
10554,technology,15,3
10555,technology,20,2
10556,technology,5,2
10557,technology,10,10
10558,technology,0,6
10559,technology,75,8
10560,technology,65,6
10561,technology,65,9
10562,technology,45,6
10563,technology,20,4
10564,technology,10,6
10565,technology,72,3
10566,technology,35,9
10567,tennis,0,3
10568,tennis,75,6
10569,tennis,60,9
10570,tennis,20,8
10571,tennis,45,11
10572,tennis,12,5
10573,tennis,45,3
10574,tennis,5,8
10575,tennis,0,2
10576,tennis,30,5
10577,tennis,60,3
10578,tennis,70,9
10579,tennis,12,1
10580,tennis,50,7
10581,tennis,35,10
10582,tennis,10,8
10583,tennis,72,2
10584,tennis,35,12
10585,tennis,75,5
10586,tennis,70,5
10587,tennis,30,2
10588,tennis,75,10
10589,tennis,0,10
10590,tennis,5,11
10591,tennis,60,3
10592,tennis,20,5
10593,tennis,60,3
10594,tennis,0,5
10595,tennis,45,6
10596,tennis,72,1
10597,tennis,30,9
10598,tennis,5,9
10599,tennis,12,11
10600,tennis,30,11
10601,tennis,10,3
10602,tennis,35,8
10603,public speaking,70,3
10604,public speaking,50,10
10605,public speaking,45,4
10606,public speaking,30,9
10607,public speaking,45,2
10608,public speaking,70,7
10609,public speaking,65,11
10610,public speaking,20,7
10611,public speaking,50,12
10612,public speaking,65,8
10613,public speaking,72,11
10614,public speaking,10,7
10615,public speaking,35,9
10616,public speaking,75,12
10617,public speaking,50,11
10618,public speaking,72,10
10619,public speaking,70,3
10620,public speaking,0,12
10621,public speaking,15,4
10622,public speaking,20,8
10623,public speaking,60,11
10624,public speaking,75,12
10625,public speaking,50,2
10626,public speaking,75,10
10627,public speaking,5,2
10628,public speaking,45,9
10629,public speaking,70,12
10630,public speaking,5,4
10631,science,15,6
10632,science,12,10
10633,science,20,2
10634,science,15,5
10635,science,12,5
10636,science,30,8
10637,science,35,11
10638,science,72,10
10639,science,10,9
10640,science,60,10
10641,science,10,10
10642,science,70,8
10643,science,10,4
10644,science,70,12
10645,science,65,4
10646,science,5,2
10647,science,72,6
10648,science,70,10
10649,science,70,12
10650,science,35,1
10651,science,45,8
10652,science,15,10
10653,science,30,4
10654,science,20,9
10655,science,70,3
10656,science,65,4
10657,science,72,8
10658,science,10,2
10659,science,12,4
10660,science,20,3
10661,education,35,11
10662,education,12,1
10663,education,10,4
10664,education,60,6
10665,education,45,9
10666,education,35,7
10667,education,45,12
10668,studying,12,4
10669,studying,50,11
10670,studying,70,11
10671,studying,10,6
10672,studying,65,11
10673,studying,35,3
10674,studying,75,1
10675,studying,10,4
10676,studying,75,2
10677,studying,15,4
10678,studying,70,10
10679,studying,12,12
10680,studying,70,5
10681,studying,45,3
10682,studying,72,8
10683,studying,45,8
10684,studying,72,10
10685,studying,35,12
10686,studying,20,10
10687,studying,65,12
10688,studying,70,7
10689,studying,0,3
10690,studying,5,5
10691,studying,65,3
10692,soccer,12,8
10693,soccer,70,4
10694,soccer,0,2
10695,soccer,65,12
10696,soccer,45,5
10697,soccer,15,2
10698,soccer,72,4
10699,soccer,45,6
10700,soccer,10,1
10701,soccer,65,7
10702,soccer,20,12
10703,soccer,30,4
10704,soccer,50,1
10705,soccer,75,2
10706,soccer,72,3
10707,soccer,50,3
10708,soccer,20,9
10709,soccer,15,4
10710,soccer,50,10
10711,soccer,60,1
10712,soccer,20,5
10713,soccer,5,2
10714,soccer,20,7
10715,soccer,75,8
10716,soccer,12,9
10717,soccer,30,10
10718,soccer,15,3
10719,soccer,10,11
10720,soccer,30,12
10721,soccer,10,9
10722,soccer,20,11
10723,soccer,12,1
10724,soccer,70,3
10725,soccer,35,6
10726,soccer,30,7
10727,soccer,70,10
10728,soccer,20,6
10729,soccer,35,8
10730,soccer,60,5
10731,soccer,5,2
10732,soccer,72,9
10733,soccer,70,2
10734,soccer,35,7
10735,soccer,72,6
10736,soccer,30,12
10737,soccer,30,7
10738,tennis,45,12
10739,tennis,12,10
10740,tennis,45,7
10741,tennis,65,11
10742,tennis,45,9
10743,tennis,60,9
10744,tennis,35,5
10745,tennis,70,2
10746,tennis,12,10
10747,food,65,6
10748,food,72,2
10749,food,0,8
10750,food,75,5
10751,food,30,8
10752,food,0,10
10753,food,30,10
10754,food,30,3
10755,food,70,4
10756,food,70,4
10757,animals,20,5
10758,animals,50,7
10759,animals,15,3
10760,animals,70,6
10761,animals,70,12
10762,animals,72,4
10763,animals,35,3
10764,animals,70,2
10765,animals,65,11
10766,animals,35,5
10767,animals,10,1
10768,animals,10,11
10769,animals,60,5
10770,animals,70,5
10771,animals,70,6
10772,animals,60,6
10773,animals,70,1
10774,animals,12,8
10775,animals,45,7
10776,animals,60,2
10777,dogs,75,11
10778,dogs,50,5
10779,dogs,35,6
10780,dogs,35,9
10781,dogs,72,11
10782,dogs,65,12
10783,dogs,70,6
10784,dogs,12,5
10785,dogs,35,7
10786,dogs,70,11
10787,dogs,35,8
10788,dogs,70,4
10789,dogs,10,10
10790,dogs,12,10
10791,dogs,75,4
10792,dogs,50,1
10793,dogs,70,7
10794,dogs,15,4
10795,dogs,30,5
10796,dogs,15,9
10797,dogs,15,11
10798,dogs,70,12
10799,dogs,35,10
10800,soccer,30,1
10801,soccer,45,10
10802,soccer,10,1
10803,soccer,20,6
10804,soccer,72,3
10805,soccer,70,10
10806,soccer,72,1
10807,soccer,0,10
10808,soccer,0,12
10809,soccer,70,2
10810,soccer,70,9
10811,soccer,45,3
10812,soccer,60,11
10813,soccer,0,5
10814,soccer,10,7
10815,soccer,65,6
10816,soccer,65,3
10817,soccer,70,12
10818,soccer,60,6
10819,soccer,20,2
10820,soccer,0,7
10821,soccer,30,7
10822,soccer,70,8
10823,healthy eating,60,5
10824,healthy eating,50,5
10825,healthy eating,10,11
10826,healthy eating,10,12
10827,healthy eating,45,1
10828,healthy eating,35,9
10829,healthy eating,12,6
10830,healthy eating,35,6
10831,healthy eating,35,5
10832,healthy eating,72,2
10833,healthy eating,30,7
10834,healthy eating,35,12
10835,healthy eating,10,5
10836,healthy eating,35,8
10837,healthy eating,75,4
10838,healthy eating,0,11
10839,healthy eating,70,6
10840,healthy eating,50,6
10841,healthy eating,65,12
10842,healthy eating,45,3
10843,healthy eating,72,5
10844,healthy eating,5,2
10845,healthy eating,60,2
10846,healthy eating,30,8
10847,healthy eating,5,9
10848,healthy eating,75,4
10849,healthy eating,50,10
10850,healthy eating,50,11
10851,healthy eating,65,8
10852,healthy eating,0,4
10853,healthy eating,60,6
10854,healthy eating,0,3
10855,healthy eating,60,1
10856,healthy eating,70,7
10857,healthy eating,72,7
10858,healthy eating,65,5
10859,healthy eating,75,7
10860,healthy eating,30,2
10861,healthy eating,70,10
10862,healthy eating,72,8
10863,healthy eating,20,9
10864,healthy eating,45,6
10865,healthy eating,65,3
10866,healthy eating,30,7
10867,healthy eating,5,1
10868,healthy eating,12,12
10869,healthy eating,20,10
10870,healthy eating,30,5
10871,healthy eating,70,6
10872,healthy eating,70,7
10873,healthy eating,72,4
10874,healthy eating,60,12
10875,healthy eating,75,2
10876,healthy eating,5,3
10877,healthy eating,70,10
10878,healthy eating,72,6
10879,healthy eating,60,10
10880,healthy eating,75,8
10881,healthy eating,30,6
10882,healthy eating,75,3
10883,healthy eating,30,12
10884,healthy eating,70,10
10885,healthy eating,50,8
10886,healthy eating,65,7
10887,healthy eating,5,1
10888,healthy eating,65,1
10889,cooking,35,3
10890,cooking,5,11
10891,cooking,10,6
10892,cooking,60,2
10893,cooking,20,1
10894,cooking,15,6
10895,cooking,65,10
10896,cooking,45,1
10897,cooking,30,11
10898,cooking,60,6
10899,cooking,70,5
10900,cooking,12,3
10901,cooking,35,5
10902,cooking,5,4
10903,cooking,10,9
10904,cooking,10,1
10905,public speaking,75,7
10906,public speaking,20,9
10907,public speaking,10,10
10908,public speaking,30,7
10909,public speaking,72,1
10910,culture,0,11
10911,culture,0,12
10912,culture,0,7
10913,culture,72,1
10914,culture,35,12
10915,culture,70,11
10916,culture,65,5
10917,culture,70,7
10918,culture,50,3
10919,culture,75,4
10920,culture,60,5
10921,culture,35,9
10922,culture,5,5
10923,culture,72,9
10924,culture,12,3
10925,culture,60,6
10926,culture,5,7
10927,culture,45,6
10928,culture,5,10
10929,culture,70,7
10930,culture,15,7
10931,culture,15,9
10932,culture,12,4
10933,culture,5,6
10934,culture,70,2
10935,culture,0,1
10936,culture,10,4
10937,culture,12,1
10938,culture,50,7
10939,culture,5,12
10940,culture,0,10
10941,culture,35,4
10942,culture,12,4
10943,culture,60,4
10944,culture,35,12
10945,culture,0,3
10946,culture,70,10
10947,culture,70,7
10948,culture,10,9
10949,culture,70,7
10950,culture,10,10
10951,culture,20,4
10952,culture,65,10
10953,culture,20,7
10954,culture,35,1
10955,culture,10,12
10956,culture,45,10
10957,culture,15,4
10958,culture,60,1
10959,culture,65,8
10960,culture,12,9
10961,culture,70,9
10962,culture,20,4
10963,culture,60,7
10964,culture,15,10
10965,culture,70,8
10966,culture,30,9
10967,cooking,0,12
10968,cooking,45,3
10969,cooking,50,12
10970,cooking,45,8
10971,cooking,72,5
10972,cooking,20,5
10973,cooking,75,5
10974,cooking,75,5
10975,cooking,15,1
10976,cooking,50,1
10977,cooking,12,8
10978,cooking,60,10
10979,cooking,10,10
10980,cooking,5,12
10981,cooking,75,11
10982,cooking,0,10
10983,cooking,15,4
10984,cooking,15,6
10985,cooking,5,7
10986,cooking,72,3
10987,cooking,5,10
10988,cooking,75,8
10989,cooking,35,2
10990,cooking,65,9
10991,cooking,65,2
10992,cooking,35,12
10993,cooking,10,3
10994,cooking,10,8
10995,cooking,10,10
10996,cooking,50,5
10997,cooking,0,11
10998,technology,70,7
10999,technology,30,6
11000,technology,12,5
11001,technology,45,12
11002,technology,0,12
11003,technology,65,4
11004,technology,20,9
11005,technology,5,7
11006,technology,50,9
11007,technology,5,1
11008,technology,45,2
11009,technology,12,3
11010,technology,70,4
11011,technology,70,7
11012,technology,15,6
11013,technology,72,6
11014,technology,15,7
11015,technology,65,4
11016,technology,0,2
11017,technology,5,10
11018,technology,35,9
11019,technology,0,2
11020,technology,30,10
11021,technology,60,9
11022,technology,15,4
11023,technology,0,12
11024,technology,5,6
11025,technology,75,9
11026,technology,60,1
11027,technology,75,9
11028,technology,50,5
11029,technology,72,6
11030,technology,70,4
11031,technology,10,5
11032,technology,70,9
11033,technology,70,6
11034,technology,65,8
11035,technology,10,7
11036,technology,0,3
11037,technology,45,6
11038,technology,45,5
11039,technology,20,12
11040,technology,5,4
11041,technology,10,4
11042,technology,45,2
11043,technology,70,8
11044,technology,12,11
11045,technology,72,11
11046,public speaking,72,7
11047,public speaking,45,3
11048,public speaking,50,9
11049,public speaking,20,11
11050,public speaking,70,4
11051,public speaking,70,5
11052,public speaking,70,2
11053,public speaking,0,12
11054,public speaking,45,4
11055,public speaking,30,5
11056,public speaking,75,8
11057,public speaking,0,1
11058,public speaking,12,3
11059,public speaking,72,7
11060,public speaking,65,12
11061,public speaking,15,5
11062,public speaking,72,10
11063,public speaking,0,8
11064,public speaking,50,10
11065,public speaking,50,9
11066,public speaking,65,8
11067,public speaking,5,1
11068,public speaking,45,9
11069,public speaking,75,3
11070,public speaking,70,12
11071,public speaking,20,9
11072,public speaking,35,4
11073,public speaking,45,2
11074,public speaking,60,11
11075,public speaking,10,12
11076,public speaking,45,10
11077,public speaking,45,5
11078,public speaking,45,8
11079,healthy eating,15,2
11080,healthy eating,15,11
11081,healthy eating,70,5
11082,healthy eating,5,5
11083,healthy eating,20,11
11084,healthy eating,50,2
11085,healthy eating,15,10
11086,healthy eating,75,9
11087,healthy eating,70,2
11088,healthy eating,50,7
11089,healthy eating,70,11
11090,healthy eating,65,9
11091,healthy eating,45,4
11092,healthy eating,45,10
11093,healthy eating,20,10
11094,healthy eating,50,12
11095,healthy eating,72,7
11096,healthy eating,5,8
11097,healthy eating,70,7
11098,healthy eating,20,5
11099,healthy eating,15,6
11100,healthy eating,72,3
11101,healthy eating,10,9
11102,healthy eating,70,2
11103,healthy eating,20,10
11104,healthy eating,75,6
11105,education,72,10
11106,education,12,3
11107,education,45,3
11108,education,45,2
11109,education,15,9
11110,education,10,9
11111,education,0,12
11112,education,65,10
11113,education,75,9
11114,education,35,4
11115,education,15,6
11116,education,12,10
11117,education,35,7
11118,education,65,1
11119,education,50,4
11120,education,15,2
11121,education,15,4
11122,education,72,12
11123,education,30,10
11124,education,45,4
11125,education,70,1
11126,education,12,8
11127,education,20,9
11128,education,70,11
11129,education,70,5
11130,education,50,7
11131,education,12,1
11132,education,10,9
11133,education,30,4
11134,education,70,10
11135,culture,30,11
11136,culture,60,9
11137,culture,35,6
11138,culture,30,7
11139,culture,45,5
11140,culture,70,3
11141,culture,15,3
11142,culture,15,10
11143,culture,70,6
11144,culture,30,9
11145,culture,70,8
11146,culture,30,8
11147,culture,70,11
11148,culture,70,8
11149,culture,20,3
11150,culture,20,8
11151,culture,35,9
11152,culture,75,11
11153,culture,5,8
11154,culture,35,1
11155,culture,12,3
11156,culture,12,7
11157,culture,0,5
11158,culture,75,12
11159,culture,75,11
11160,culture,65,7
11161,culture,45,6
11162,culture,50,4
11163,culture,45,3
11164,culture,50,4
11165,culture,35,4
11166,culture,60,10
11167,culture,50,7
11168,culture,0,6
11169,culture,70,12
11170,culture,75,12
11171,culture,12,1
11172,culture,70,7
11173,culture,20,8
11174,culture,15,3
11175,culture,35,1
11176,dogs,65,12
11177,dogs,70,5
11178,dogs,30,1
11179,dogs,20,10
11180,dogs,60,1
11181,dogs,20,11
11182,dogs,12,8
11183,dogs,50,11
11184,dogs,70,12
11185,dogs,10,8
11186,dogs,72,1
11187,dogs,70,5
11188,dogs,5,10
11189,dogs,15,8
11190,dogs,35,10
11191,dogs,15,2
11192,dogs,65,8
11193,dogs,60,9
11194,dogs,35,2
11195,dogs,10,5
11196,dogs,65,9
11197,dogs,45,8
11198,dogs,20,8
11199,dogs,50,8
11200,dogs,72,6
11201,dogs,72,6
11202,dogs,20,9
11203,dogs,70,8
11204,dogs,35,3
11205,dogs,70,9
11206,dogs,70,7
11207,dogs,35,9
11208,dogs,70,7
11209,cooking,35,6
11210,cooking,65,10
11211,cooking,65,11
11212,cooking,20,9
11213,cooking,72,2
11214,cooking,15,5
11215,cooking,35,9
11216,cooking,10,8
11217,cooking,65,10
11218,cooking,72,7
11219,cooking,45,6
11220,cooking,20,4
11221,cooking,70,2
11222,cooking,10,10
11223,cooking,50,6
11224,cooking,72,9
11225,cooking,70,8
11226,cooking,30,12
11227,cooking,5,12
11228,cooking,65,5
11229,cooking,75,6
11230,cooking,70,11
11231,cooking,50,10
11232,cooking,65,8
11233,cooking,72,9
11234,cooking,5,3
11235,cooking,35,4
11236,cooking,30,8
11237,cooking,65,7
11238,cooking,75,3
11239,cooking,15,10
11240,cooking,75,2
11241,cooking,60,7
11242,cooking,50,5
11243,cooking,12,5
11244,cooking,35,5
11245,technology,70,6
11246,technology,75,5
11247,technology,0,3
11248,technology,50,3
11249,technology,75,1
11250,technology,50,6
11251,technology,30,10
11252,technology,30,2
11253,technology,70,12
11254,technology,15,11
11255,technology,65,5
11256,technology,0,4
11257,technology,35,4
11258,technology,15,4
11259,technology,20,8
11260,technology,12,7
11261,technology,5,3
11262,technology,0,12
11263,technology,35,11
11264,technology,20,7
11265,technology,72,4
11266,technology,0,5
11267,technology,72,10
11268,technology,50,9
11269,technology,0,9
11270,technology,5,11
11271,technology,20,1
11272,technology,12,12
11273,technology,0,3
11274,technology,72,7
11275,technology,5,5
11276,technology,72,10
11277,technology,65,4
11278,technology,60,9
11279,technology,35,9
11280,technology,60,9
11281,technology,12,11
11282,technology,30,8
11283,technology,65,1
11284,technology,75,8
11285,technology,0,12
11286,technology,45,4
11287,technology,45,9
11288,technology,0,5
11289,technology,35,2
11290,technology,50,1
11291,technology,60,9
11292,veganism,60,8
11293,veganism,70,3
11294,veganism,75,1
11295,veganism,45,5
11296,veganism,60,11
11297,veganism,75,1
11298,veganism,60,4
11299,veganism,35,6
11300,veganism,70,5
11301,veganism,72,10
11302,soccer,0,5
11303,soccer,35,5
11304,soccer,65,9
11305,soccer,70,11
11306,soccer,35,8
11307,soccer,60,11
11308,soccer,65,7
11309,soccer,10,5
11310,soccer,45,6
11311,soccer,10,5
11312,soccer,15,12
11313,soccer,45,11
11314,soccer,0,12
11315,soccer,75,8
11316,soccer,50,3
11317,soccer,72,6
11318,soccer,20,3
11319,soccer,65,11
11320,soccer,5,4
11321,soccer,5,6
11322,soccer,0,7
11323,soccer,35,5
11324,soccer,50,12
11325,soccer,65,12
11326,soccer,75,7
11327,animals,20,6
11328,animals,15,5
11329,animals,60,12
11330,animals,65,12
11331,animals,75,10
11332,animals,45,9
11333,animals,35,10
11334,animals,65,10
11335,animals,60,12
11336,animals,72,8
11337,animals,5,7
11338,animals,0,11
11339,animals,45,6
11340,animals,70,9
11341,animals,10,4
11342,animals,5,8
11343,animals,70,7
11344,animals,15,5
11345,animals,50,1
11346,animals,65,12
11347,animals,70,12
11348,animals,15,3
11349,animals,12,3
11350,animals,70,3
11351,animals,15,10
11352,animals,70,11
11353,animals,12,9
11354,animals,65,3
11355,animals,70,2
11356,soccer,0,2
11357,soccer,0,8
11358,soccer,65,9
11359,soccer,72,3
11360,soccer,70,7
11361,soccer,12,10
11362,soccer,50,5
11363,soccer,0,1
11364,soccer,15,1
11365,soccer,12,10
11366,soccer,70,3
11367,soccer,20,8
11368,soccer,35,1
11369,soccer,60,1
11370,soccer,70,10
11371,soccer,75,7
11372,soccer,70,7
11373,soccer,70,11
11374,soccer,70,1
11375,soccer,0,12
11376,soccer,10,9
11377,soccer,72,12
11378,soccer,30,2
11379,soccer,60,7
11380,soccer,75,12
11381,soccer,70,8
11382,soccer,60,10
11383,soccer,72,2
11384,soccer,70,10
11385,soccer,0,5
11386,soccer,60,7
11387,soccer,12,11
11388,soccer,70,9
11389,soccer,30,2
11390,soccer,5,2
11391,soccer,70,11
11392,soccer,30,5
11393,soccer,30,7
11394,soccer,50,6
11395,soccer,20,3
11396,tennis,75,7
11397,tennis,45,2
11398,tennis,12,8
11399,tennis,70,5
11400,tennis,70,7
11401,tennis,72,2
11402,tennis,70,8
11403,tennis,5,9
11404,tennis,45,12
11405,tennis,20,2
11406,tennis,45,7
11407,tennis,10,10
11408,tennis,45,6
11409,tennis,35,5
11410,animals,60,1
11411,animals,45,6
11412,animals,65,4
11413,animals,72,8
11414,animals,70,10
11415,healthy eating,50,9
11416,healthy eating,75,6
11417,healthy eating,75,12
11418,healthy eating,65,8
11419,healthy eating,12,4
11420,healthy eating,65,3
11421,healthy eating,12,8
11422,healthy eating,35,7
11423,healthy eating,10,12
11424,healthy eating,70,10
11425,healthy eating,72,7
11426,healthy eating,75,9
11427,healthy eating,72,3
11428,healthy eating,30,3
11429,healthy eating,20,2
11430,healthy eating,12,2
11431,healthy eating,35,12
11432,healthy eating,72,5
11433,healthy eating,60,5
11434,healthy eating,15,10
11435,healthy eating,70,8
11436,healthy eating,20,11
11437,healthy eating,20,7
11438,healthy eating,60,5
11439,healthy eating,0,11
11440,healthy eating,45,4
11441,healthy eating,0,5
11442,healthy eating,0,12
11443,healthy eating,5,6
11444,healthy eating,70,3
11445,soccer,20,5
11446,soccer,30,6
11447,soccer,50,10
11448,soccer,70,11
11449,soccer,10,5
11450,soccer,0,5
11451,soccer,70,6
11452,soccer,75,3
11453,soccer,72,3
11454,soccer,30,12
11455,soccer,0,3
11456,soccer,72,3
11457,soccer,12,3
11458,soccer,20,11
11459,soccer,0,3
11460,soccer,60,2
11461,soccer,35,4
11462,soccer,30,6
11463,soccer,20,1
11464,soccer,70,4
11465,soccer,12,8
11466,soccer,35,12
11467,soccer,12,8
11468,soccer,35,2
11469,soccer,70,8
11470,soccer,45,9
11471,soccer,75,8
11472,soccer,50,9
11473,soccer,5,7
11474,soccer,75,12
11475,soccer,10,2
11476,soccer,70,9
11477,soccer,50,12
11478,soccer,0,4
11479,soccer,70,12
11480,soccer,70,6
11481,soccer,70,7
11482,soccer,30,12
11483,soccer,65,5
